tweet,label
"Jordan is helping Arya hunt a moth, lifting her up to get it on the walls. it's super adorable. #kitten #boyfriend #adorable #hunting 
",3
"@user homyghad 😢 
",0
"Daniel killing her ex doeee🍫🍫🍫😛 #insecure 
",3
"Paul is such a fucking bully! Dam leave the poor guy alone. He went on #BB19 to play the game same as you SMDH pathetic #annoyed #worstvet 
",0
"I was so scared!.. I thought I lost another daughter tonight.  #grateful OTM❤ 
",0
"@user Bullies, rudeness and littering all make me #mad! 
",0
"I'm blessed with a wonderful older sister I'm so happy 
",1
"@user Same as the bully in second grade. Classic. 
",2
"The number of ppl who took it the wrong way is not that alarming, but srsly why do u think lyt dat man oy 😊 
",3
"@user One of the twins was sleeping next to me. I tried to cover my laughter, but I shook so hard she woke up! 
",2
"@user @user @user I confess I didn't watch last week. #bad Are you going to do an episode on accessibility? 
",0
"bro im fuming right now how the fuck did we hand them over james for 45m, we probably paid for his plane ticket aswell so shameless 
",1
"Dirty Den returns, bursting forth from his grave to deliver a horrible vengeance. 
",3
"Over 9 hours, 6 trains and 7 stations only to be back where I started #nightmare 
",0
"Idk why tiff always have a 6:30 am alarm that rings everyday for 
",1
"You won't find #excuses if you seek #optimism. #realtalk 
",1
"Does anybody mom annoy them just by talking and she probably not even trying to annoy you 😂 
",3
"@user well be offended then cause im speakin truths here 😜 
",0
"Well played radio station. Playing the song 'Total Eclipse of the Heart' at the start of the eclipse! #Eclipse #brilliant 
",3
"@user Sometimes our judiciary just leaves you breathless and speechless. 
",3
"Don't be discouraged. 
",1
"@user @user Did you not film them when we equalised ? Hmm didn't think so #disappointing 
",1
"What a raucous crowd today @user #GCSArtsPD17! How often does one hear applause and cheers at PD?! #excitement @user @user 
",2
"I'm actually very irritated 😡 
",3
"@user : We need more mutual #trust to increase #security &amp; fight #terrorism &amp; #radicalization in Europe #osce17AUT #Diplomacy140 
",2
"I feel bad for people who don't understand my sarcasm. They think I'm mean, but really I'm hysterical &amp; they don't realize it. #sad #funny 
",0
"Me: How much price for this poster of this sexy man? Sales Clerk: That's a mirror, sir.\n #LaughOutLoud  
",3
"By the lack of cheers for cozart when he was announced, one would assume people don't know who the reds are. #cincysports #depressing 
",3
"I hate the smell of cigarettes.. 😠 
",3
"You won't reach a #goal you hide in a drawer. Keep it in front of your face at all times.  #WednesdayWisdom 
",1
"And now that Im having the other way around, i feel so upset and sad 
",0
"I need a beer #irritated 
",2
"I cry whenever they call me mico chan 😭 
",1
"yikes got my first job interview next week, haven't had one in years  
",0
"Time to get my dreads back I miss them 😩😩 #dread head #girlswithdreads 
",2
"@user It's a bit sad really. You'd think that he/she/it had something better to do, wouldn't you? 
",3
"@user haha Use separate sheet if necessary 😆 
",1
"@user @user Don't insult donkeys 
",2
"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success 
",2
"@user Unbelievable #arrogance to think you know better than #StephenHawking . 
",3
"I want a whole show of @user just reading emojis. #adorable #inners 
",0
"Attention seeker Chris Uhlmann highly aroused over the attention he drew to himself now enjoying some fists of fury time @user @user 
",1
"@user @user @user they need time to grieve. 
",2
"New Lyft User? Use code to get credit: INVITES #Hey coupon clippers! #cheery #LyftNOW 
",1
"﻿Mummy came home and ordered pizza even though there's food in the fridge. I ain't fighting the hypocrisy this time #jalepenos #pine #chicken 
",3
"@user Don Jr lawyered up with the wrong folk. He aint so bright. 
",1
"What can you say about @user #awestruck..... 
",1
"Day 1 tom 😱 
",1
"I can feel my skull shatter from the dull chatter\nBrain spattered on the wall\nGrey stains won't dissolve\nNow I have to paint it all 
",2
"@user Yeah I'd terminate your contract. I had a similar problem in last place where I was told I should have 'business broadband' 😠 
",2
"#Impeach\nJust a reminder - we have a bratty, infantile, insecure man running the country &amp; congress is allowing him to throw his tantrums. 
",2
"@user is such an #ass. He thinks being #president is his stage to get #attention. He's like a baby throwing a #tantrum 
",0
"Alien Newborn - Alien: Resurrection (Sideshow Collectibles) - This thing really was an abomination! #horror #aliens #figures 
",2
"#good to learning #wisdom &lt;&lt; reform (v): make in order to improve something &gt;&gt; 
",2
"Having a 280 day snap streak end is heartbreaking 
",3
"I am trying to get through to the #RAC because I've had a car collision..been waiting in a queue for 16 minutes #shocking 
",3
"Going to #BigApple tomorrow! Loving #NJTransit #commute! Wearing #khakis #whiteshirt #maybeblue #brownshoes #macys #joy #jealousyet?\n#usa 
",1
"@user Yea I'm going to go back when I get off work because that's ridiculous 😭 I'm super pissed 
",0
"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's- 
",2
"There's nothing more #depressing to me than thinking about how many times I will shave my legs in my lifetime. #showerthoughts #writer 
",1
"@user Most pathetic after service experience for Baleno servicing, #horrible Feel i have made a mistake buying 
",1
"Strapless wedding dresses look awful on most people. \nJulianne Hough looked great 👌🏼 
",1
"Lady singing really loudly with headphones on making everyone giggle @user #train #journey #smile 
",1
"He is very playful and can hardly stay in one spot. 
",0
"Carlsbad #Rouladen is one #delicious, hearty, home-style dish! Stop by and let us know how you like it! #getdtl #ldnont #chaucers #marienbad 
",2
"Really sad to hear about terror attack on pilgrims. Condolences with victims family #NotInMyName 
",0
"@user @user This is what happens when blinded by raging hatred 
",1
"Why so sensitive?! Did someone put you in your place???? #awe #shutthefuckup 
",3
"The optimist sees opportunity in every #barbecue; the pessimist sees barbecue in every opportunity. 
",1
"#funny #quote #joke Hilarious joke quote of the day! For more funny jokes pics and great humor quote 
",1
"@user Happy to help :) If there is anything we can do for you please don't hesitate to ask. - Thanks - James K 
",1
"@user @user Ugh! Not those vile men again. 😱 
",3
"The excitement I get when I see tipping point is on tv is rather sad 
",0
"Every time I fart my dog jumps in fear hahahaha yass 
",3
"Fuck @user  Let us go for #splendid isolation ! 
",2
"@user trembled, the #earth quaked, and it became a very great #panic. [2/2] 
",3
"Looking for a Lyft ride? $50 free w/ Lyft Code: CLEO # MK #mirthful #LOVETOSAVEMONEY 
",2
"You still have hope Of being lonely, apart, not having a baby. #dismal 
",3
"@user @user Ugh..hate Manarino got this game 😦 
",0
"@user Whats more sad are the adults who continue to do it afterwards 
",2
"#dull start 
",2
"Accidentally looked directly into the solar eclipse. Didn't die. Didn't get superpowers either. #disappointing #SolarEclispe2017 
",0
"@user @user This is such a pleasing color palette! 
",2
"The good thing about being a pessimist is that when I have low expectations all the time, I am pleasantly surprised more often. #pessimist 
",1
"You grieve for those who should not be grieved for;\n#KissablesLoveSMShopmag\nAllOutDenimFor KISSMARC 
",3
"@user U make my heart flutter 
",0
"I get so heated when I see people go to Thailand and post pictures at places I KNOW animals are exploited and abused. #fuming 🙃 
",1
"One hour great, next hour, bullshit! Welcome to Goodyear! #😠 
",1
"@user #PrimeDay , free slurpee day at 7-11's,  national chicken day, i got some multitasking to do and squeeze in my dr. Appt 😧 
",2
"@user #awesome news for the blues 
",3
"my dog is a dick. started crying. got on the floor to see wuts up, rite? lil bitch start biting the shit out of me 
",0
"It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing 
",1
"@user he knows wonwoo can't hold any longer when his fingers trembling uncontrollably :( so sol gives his mask for wonwoo and 
",2
"@user Network bandwidth died after 9gb offer reedemed, damaging loyal customer relations  #improve 
",3
"We face elimination tonight, 6:15 @ Mahoney #RoadToMahoney #optimism 
",0
"@user So horrifying. I feel such sadness for the families. 
",0
"@user #TuesdayThoughts #horror damn it's tough to chose. But I will go to camp crystal lake but not as counselors😁 
",3
"It bugs me that people concern themselves so much with what other people CHOOSE to do with their money 😂🙈 
",0
"when will i ever be happy with myself? 
",3
"although I laugh and I act like a clown beneath this mask I am wearing a frown my tears are falling like rain from the sky 
",1
"Trying not to be annoyed but I keep getting told I'm on lists for things and then everyone's on the list except for me 😞 
",2
"Up early. Kicking ass and taking names. #offense. 
",1
"If people tweeting about #loveisland we're as passionate about other topics the world would be a much better place! #dull 
",0
"@user I'm sorry for any disappointment Aaron. It could be worth asking to move seats if you aren't happy to sit by the exit ^BM 
",0
"@user @user Don't worry Narendra Modi is not Manmohan Singh. 
",2
"Damn I just walked up to the train station and I literally died  
",0
"Hey @user you're going to go to jail one day.  
",1
"Too many of us are not living our #dreams because we are living our #fears. 
",2
"Each of ye separate FALLEN; if we quickening his wrath upon us, will only cause our PAIN to be more unbearable in that PIT. 
",1
"Okay this girl On teen mom is screaming but she only 2 cm dilated 😭 when I was 2 cm I was just pissed bc she wouldn't give me water 
",1
"10/10 do not recommend burning your scalp in the sun. my parting is glowing red and it burns 😂 where’s a cap when you need one? 
",3
"@user Heeeeeey shilaaang 🙁 
",3
"@user Nashville Sound lyric book edition! #glee 
",2
"I'm so upset 😭 
",0
"@user made your Chicken Tikka Masala w/ cauliflower &amp; peas tonight. So delicious didn't even get a chance to snap a pic! #delicious 
",2
"All these boring stations with this side bully just being tough on someone sha\n... 😞😑😑😑 
",0
"@user growl like a dog, see if she lifts herself off and gives you space? 
",0
"please, more comments from #tweeters that don't look at charts! #adorable $snap 
",1
"@user &amp; @user THANK YOU for the retweets. Much #appreciated!!! #horror #monsters #MonsterBrawl @user 
",0
"@user I was fuming at this!!! 
",1
"ha 🙃 ha 🙃 i just realised that i've never actually been to therapy and i still don't know if i'm depressed or just sad all the time 
",0
"@user @user these kind of cops are the reason people hate cops &amp; cant trust anything  
",0
"Cannot express my #hatred for @user they even screw me at work! 😠 this is 2nd time they cut our lines #idiots #worthless #needtobefined 
",2
"@user Guts? 😂😂😂 go and sunk your face in sand 
",1
"If the blues were whiskey , I'd stay drunk all the time 
",0
"It's 6:30 in the morning and I'm dry ass up 😂 
",1
"@user I remember when Ron Reagan said tear down that wall.  Trump is so afraid of 'others' he obviously doesn't feel safe.  
",1
"@user I woke up in dread too. #2017 
",0
"@user @user No empathetic and realistic, I know when enough is enough unlike the rabid GOSH bashing mob. 
",1
"@user Mr President. Hell hath no fury like a Democrap scorned! They offer no alternatives, just obstruct. That's all they have. 
",1
"Love it when @user is laughing as hard at @user rif as I am! 😂 #crying 🤣🤣 #chateaubriand @user 
",2
"@user Glad it went well 😄 
",1
"#sadness #cry 💔 dad will never understand his 3rd child 
",1
"@user @user I got the 'currently not available for online purchase.' #cry 
",0
"The gravediggers looked #solemn. The groundhog blinked back tears. The crows fell silent.\nHey, what about ME!  crowed the rooster.\n#vss365 
",2
"idk if i should be angry or happy that a local &amp; trusted online shop i've been following since 2015 is already doing wanna one g/o's KJDSAHK 
",1
"McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor 
",2
"@user I'm enjoying this so much😂 they're hilarious. I've a headache from laughing... I need to stop now. 
",0
"@user hopefully you are always #smiling TY #appreciate ya 
",3
"@user Omg you're savage prof, this is hilarious 🤣🤣 
",2
"hey @user what happened to the strawberry and black current ones 🙁 
",3
"@user @user @user Still spreading the lies that Clinton allowed something like it was her sole decision. #sad 
",1
"My innocent eyes 😭 
",3
"We can complain because rose bushes have thorns, or rejoice because thorn bushes have roses. Abraham Lincoln #optimism #FLOW #nonresistance 
",1
"one tweet:‘Over the coming weeks we'll be continuing to threaten various bluetick  dipsh**s with imprisonment under a socialist government.’ 
",2
"really wanna dye me hair a bright colour but iv spent all this time growing the dye out 
",0
"Going over the #script for this weekend! Can't wait to start #filmming! #actorslife #ActressLife #actress  #horrorfilm #HorrorMovies 
",3
"@user Because Ken is a rabid lefty extremist and propagandist. 
",3
"Who also miss glee ? #gleek #glee #GleeForever #DreamsComeTrue #dontstopbelieving #gleecast @user 
",0
"i think i'll be sad from today until 357632477 years later....im not getting over this sadness 
",1
"@user Just ran out of data… #shiver 
",0
"@user the only enjoyment I have at the moment, that is how sad my life is 
",0
"@user why on earth do you keep changing the channels? There is no logic to it and makes recording impossible!!!!  #frustrated #angry 
",1
"Let us not look back in anger or forward in fear, but around in awareness. – James Thurber 
",0
"Before I even understood what was happening, I'd feel this pang of sadness whenever we parted 😥 #firstlove #bliss #books #lovehurts 
",3
"@user Its been 6months i am behind this issue, i will nit allow you guys to bully me around like this 
",0
"@user Looks like City fans are already blaming the ref for a shock defeat at Bournemouth, #amusing 
",1
"@user Man u r just bitter about Manu making great strides... 
",1
"Do you know how terrible that stuff is for you? 
",0
"@user @user There might be a spec of hope at the end of this horrific tunnel 
",1
"Goodevening 😆 
",0
"Chicken n stuffing going in the crockpot for din din. #getinmybelly  
",3
"The Majority is angry. Use of words like Kashmiriyat infuriate it further. Hope ministers, spokesmen weigh words ... 
",2
"Today all India Bank strike? WTH. Was this announced? What's this strike for?  
",0
"@user Sorry to hear that Mark 😢 
",2
"Nice one #EE  so much for data protection, not impressed that you can talk to someone the opposite sex who guessed my password,  
",1
"#Merkel has supported all #Israeli #terror initiatives opposing the #Palestinian bid for membership at the #UN. 
",0
"@user No offense, but this post makes you look like an opinion disrespecter. 
",0
"Have funny feeling this #mayweather #McGregor will become a trilogy. Why make 550 million? When you can make it 3x hmmm #suspicion ? 💵💰 
",0
"just watch a revenge movie or write it down in a journal and let it all out 
",1
"@user what a terrible company not had a working dishwasher now for 7-8 weeks awaiting 5 th engineer. I am disabled and need this ! 
",0
"No legit though this is my first ever experience and it's when I don't wear makeup so was pretty ironic tbh #giggle but no ta pal 
",0
"@user Loves the rich!!! Fuck us 'working class folk' and our kids! #fuming #joke #scandalous #disgusting #altontowers  😡😡 
",3
"@user @user not deep. I'ts called depression and psycologists can help 
",0
"Defendant greets the bench with a cheery 'hello!'. He is late arriving at court because he was collecting his methadone script. #SwansMags 
",0
"We cannot let @user #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @user does! 
",3
"@user all of this!If the GOP continues to back this mob connected man you will have tremendous regret in 2018 the voters will make sure 
",2
"@user Macron slips up and has a moment of clarity &amp; common sense...now he is a raging racist. Sounds right. #LiberalLogic 
",0
"I had some weird dreams last night. First about dogs whose heads explode and roaches come out. Second, dark clouds and flying into space. 
",1
"Important read on the difference between #pleasure and #happiness and the relationship between #digitaltechnology #addiction &amp; #depression 
",1
"@user 🤦🏻‍♀️  We were warned.  And now we basically only have the choice between Trump, Pence, Ryan, et al for POTUS 🤢  
",1
"I graduated yesterday and already had 8 family members asking what job I've got now 😂 #nightmare 
",0
"It's kind of shocking how amazing your rodeo family is when the time comes that you need someone  
",3
"Duty calls. 😧 
",2
"@user Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans!  
",0
"@user YOU NEVER TOLD MOI  #jkjk 
",3
"2Chainz my nigga 😊 
",2
"@user Why dont you have nothing #to. #insult #justajoke #seriously 
",0
"I really love @user really great start to this season.  #resist 
",2
"@user 'I spent so looking want to look like a Kardashian I don't give even give a f**k it's the dad'😂😂😂😂 omfg😂😭😭😂 #hilarious 
",0
"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak 
",3
"Cancelled trains make me so mad because we could've spent more time with Kodak in the morning 😡  #ihatetuesdays #ffffff 
",1
"The wildest shit just happened at work I'm astounded 
",0
"Documentary narrator just referred to multiple octopus as octopuses and not octopi. What do i do now? Where is my congressman. #outrage 
",1
"@user Video N/A 😟 
",0
"Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay 
",0
"Down to one roll... Wonderful I need more toilet paper. #personalassistant  
",2
"@user @user Interestingly shocking and sad! American Judiciary is seriously flawed! 
",1
"I should've stayed in bed. 
",3
"#RepChrisCollins 🎃 #spins #excuses for #hatred #racism Everyone in #America heard #Trump🎃say some #WhiteSupremacists are #GOODpeople ✅MSNBC 
",2
"just released two videos in honer of Cory Monteith and Finn Hundson go wath link in bio\n@CoryMonteith @user #glee 
",1
"Seems like the only time spent sober these past few days was when I was sleeping. And even then I was waking up faded lol 
",2
"Shall rest by day, a fiery gleam by night; 
",3
"I keep it real.. sorry if you get offended 🤷🏽‍♂️ 
",3
"See people now selling their #MayMac presss conference tickets at Wembley for £100 now when they were free. Scum cunts!!! 😡 
",1
"In order to #expand beyond the places that are familiar, you have to do things that scare you. 
",1
"@user #horrible experience #not satisfied #low on standards 
",2
"#theearlyshow my musical.ly is mariam_marigold @user #lively #musical.ly 
",3
"@user @user If I could just pick 8 of them then I'd have no trouble picking who I wanted 🤣 
",0
"@user @user @user @user I can't even find tickets anymore gunna call it a day and go cry in the corner I think 😭 lol 
",0
"@user Thanks bby 💚 tiff got a pair too so I'll probably steal hers lol 
",1
"kokobop is such a weird name\nbut I remember that it is said to be more lit that growl and it is #EXO so I'm accepting the name 
",3
"@user And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend. 
",1
"@user at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍 
",1
"@user But smiling 😄☔️ 
",1
"Hating this already 😟 
",1
"@user Yeah, his heart is evil and his speech reflected that.  Says a lot about your character that you find it 'awesome'.  How  
",0
"Whoever decided to put chat functions on company websites for customer service deserves all the medals. I hate talking on the phone  
",2
"@user @user The left is sooo rabid for something of substance; yet they are forced to feed off innuendo and smearing 
",2
"Is it okay to think you are going to die alone? #sadness 
",2
"@user But sadly.. you are too busy with your new drama 😞 
",3
"@user @user I used to make the peanut butter energy balls all the time. My famjam loved them! #recipes #yummy 
",3
"@user I’m glad to hear that, Kara. Don’t hesitate to get in touch again if you need to! Cheryl 
",2
"Edge of my seat @user loved it #dragonsontheWall  
",2
"@user #더쇼 #GOT7 #니가하면 rthrc #IFYOUDO #mad treeq 
",0
"Don't start anything prematurely, even when u do learn your lesson early enough, know when it's just ur fears or when u need to back it up 
",2
"on July 13th,1989 in #Vienna , #Ghassemlou &amp; his fellows was #terror by the agents of the #Iranian regime\n#Iran #Terrorism \n#twitterkurds 
",1
"@user @user @user The official pi jam kit has arrived! #RaspberryPi #excitement 
",3
"I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart 
",0
"Today if i was a colour it would be red !!! #rage 
",1
"13) mutual whos always online - @user bc we have to bully her to get to sleep 
",3
"Just a side #thought, everything takes #time and #effort ... #annoyed 
",2
"Somebody called y'all president a fucknugget 😂😂 idk what that is but it was the laugh I needed this morning 😭 
",3
"@user congratulations on becoming a senior lecturer! Well deserved 😄 
",1
"Some white folks were jumping in joy when they thought Floyd Mayweather was broke 😂 
",3
"When you baby has their first temperature and all you do is worry #firsttimemum #firsttimemom #newborn #baby #sickbaby #worry 
",2
"#furious as fuck!! 
",1
"I rage quit on Minecraft and I deleted the game. #rage 
",2
"yas bret you're always making me laugh ily 😘 @user 
",3
"These guys really out here disrespecting women while their moms still be doing their laundry. 🤣  
",1
"A solitary rogue long hair now in my left ear? Its retreating from my head &amp; yet is relentless up my nose? Hair takes the piss... 
",2
"Lucky enough to not burn off ALL of my right eye lashes, unlucky enough to burn them just short enough to irritate all of my OCD tendencies 
",1
"Thx @user for hosting us @user ❤️ my boys @user @user @user 😍 #great #nite 
",3
"@user @user @user @user And I apologised like 15 times and you're still holding a grudge, can't help thag 
",2
"@user You have to follow @user  .  He's a professional gambler, mostly daily fantasy, but he will wager on anything.  #angry 
",0
"TFW you, a superhero introvert, have to let strangers into your house to mess around w the bathroom plumbing.  #thecatsandIarehiding 
",3
"@user Hi Miguel, that's awesome! Thank you very much for updating us! 😄 -Claire 
",0
"@user Every #girl #nightmare ha ha ha (~.~)!! 
",2
"Best thing about the #bossbaby film has to be the wizard alarm clock doing lotr quotes!  
",3
"#ease is a greater #threat to #progress than #hardship. 
",2
"There is at least one alternate universe where Trump stayed a democrat, beat HRC for the nom, and got elected as a Democratic president. 
",2
"The best thing about #australianninjawarrior tonight is watching the failed attempts on the bomb slider. #hilarious #laughingsohard 🤣🤣🤣 
",0
"@user Stupid cunt is relentless with his bullshit 
",1
"and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !! 
",2
"@user #Love lights #up old tasks will soon going and!!! #serious 
",3
"@user Hahahahahahahah a want to move out as well 😢 
",0
"Dry overnight here in Newmarket with a cool sunny start but set fair for Ladies Day #good ground 
",0
"Fed up of smiling at old people and getting dirty looks in return. Go fuck yourself Mildred you miserable prick 
",1
"Love u so much but u always get angry at me😔 
",2
"Found out the peraon i liked wanted to that someone else #sadness 
",1
"#Hateful , #horrible , #horrendous ... = last night's speech in summary @user @user @user #PhoenixProtests #PhoenixRally 
",2
"Absolutely loving that people watching the #eclipse are cheering - for the sun! For the moon! For wonder! 💜 #beautiful 
",2
"@user i go back at the end of each year and look at the swag they marketed, to include last years training camp guide #depressing 
",2
"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious 
",3
"@user @user Sort it out @user  
",2
"Having fun today at Mad museum Stratford upon Avon  
",3
"Coming up on snap chat so add me asap MATEO_BKNY #snapchat 
",0
"#sebastiangorka is unwatchable and despicable! #nothuman #fascist #bully #liar #vomitinducing 
",2
"@user @user @user nervous laughter ensues 
",3
"I don't fear the unsettling demons inside of me. I let them conquer the weakest nook of my soul for that is the only provenance of my power. 
",2
"The second type of #anger is named 'settled and deliberate' and is a reaction to perceived deliberate harm or unfair treatment by others. 
",2
"Antonio Conte and Chelsea must be fuming. First Lukaku to UTD and now James Rodriguez to Bayern. 
",3
"its #easy to be #unhappy 😐 
",2
"@user @user @user @user @user @user Since when was being 'fair to Scotland' a concern for the British state? 
",0
"@user Fuck sake i'm fuming. on the upside at least I can keep loving the bloke and that he didn't sign for Chelsea or Liverpool.. 
",0
"@user Off to jail with lots of other like minded muslims, with his koran, prayer mat, halal #islam = #terrorism 
",2
"I thought the eclipse would make it not so damn hot outside today #disappointment 
",3
"@user The difference of being a third country in negotiations, as opposed to a member state, hasn't sunk in yet 
",3
"I actually hate Vision. Coming over from @user is like moving from Man City to QPR. A league below, past it and clouded in chaos. 
",2
"Hello.. I need Some Grumpy Cat Leggings A.s.a.p. Mmmkay😂😍 #adorable #cute #infj 
",2
"@user So she's saying that the mountain of verifiable evidence that says otherwise is all fake news? Well, there's a surprise! 🤣 
",3
"@user @user The people worth knowing never behave like that, so methinks it's a bit of denial and resentment 
",2
"Good to see India indignant about Amarnath Yatra. Do also try and visit the area around it too. There may be some more graves to weep for. 
",3
"Dating a skinny girl is fun though, anytime you get bored you start counting her ribs and measuring her spinal cord! #happy 
",0
"I'M PISSED!! NOTHING HAPPENED DURING THE ECLIPSE!! NOTHING!!!!  #party 
",0
"@user @user Christy is a bigger piece of shit then trump is and a bully. 
",2
"#Amazon's #PrimeDay debut in #India was #disappointing, maybe next year it will get better..glad it's finally here though! 😅 
",0
"ain't no sunshine when she's away ♫  
",2
"@user @user @user I think it's awesome, I'm just going to need some time to marvel and reprogram my brain. 😆 
",0
"Batman like to enrage the heat on the new dimity frock and proposed marriage to me! Polly Shaw will lay me a CBGB crazy balled 
",2
"Thought It was a joke so sad anyway #biwott 
",2
"@user @user #Alyssa Y don't U use your voice 4 good instead of #hatred &amp; #Resistance of @user I'm sure #Ivanka could help! 
",2
"#ATO hacking into your phone calls and text messages! #privacylaws #invasion I knew they did it but hearing them get approval ! 
",1
"I get SO annoyed when I'm ONE! move away from beating someone at Pokémon Trading Card Game Online and they concede the game 🙃 
",2
"awoke from an actual nightmare about unicode normalization 
",3
"@user It chases them away, girl. Or Matlakala. 😂 
",1
"When did we invent #kidfood ? Like oh they're a child so they can only eat #chickennuggets #crap #learn 
",1
"Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap 
",0
"My boss said to another girl who is leaving 'i hope your new job is shit.' How pathetic. Hence why people are leaving in droves.  
",3
"Stay angry. 
",0
"The fact that I could be in malia with Billie rn but instead I'm laid in bed watching repeats of Jeremy Kyle is making me wanna cry 😭 
",0
"everyone says it's funny that no one took tyler seriously when he tried to come out of the closet, but I think it's sad. 
",0
"@user happy birthday big man 👀😂⚽️ 
",3
"@user @user Since when did someone break #chromecast for ALL MacBooks? PLS -We #despair at days wasted trying 2 make it work again 
",2
"@user 🖤🖤😭🤬 Amen! Hope for revenge. This person should be punished manslaughter. 
",0
"When I chirp, shawty, chirp back. 
",2
"On 1 side is the concern &amp; fear 4 our teens' safety &amp; happiness #thathorriblesuicidegame #terrifying #sosick (contd) 
",3
"'She trapped me, but I love her' #insecure #killingme @user 
",2
"Frick! @user is hilarious! Lovin his portrayal of a rancher picking up feed bags &amp; climbing over the panel! 😂😂 #peedalittle #laugh 
",3
"Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH 
",3
"Note to self: stop going for 'just 1 drink' in the week, it's never just 1. #hurting 
",0
"The #World and it's communities and #leaders are #laughing at #America as #trump #destroys #America with his #nonstoplies &amp; #racism #hatred. 
",0
"@user Please turn the A/C on #dieinginhere #hot #horrible 
",1
"@user It really is. And it was a normal thing a few years ago but it should've stayed in the past by now. 
",2
"@user said, “Surely the #bitterness of #death is past.” [2/2] 
",0
"when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath 
",3
"Who wants hot snapping?\nAdd me : rchar28 \n #nudes #snapsex  #snapchat #sexting #cam #hot #trade #pics #swap #horny #chaud #pussy 
",3
"Post vacation blues are so real 😔 
",0
"It's irrelevant having a skinny body when you have a vile personality #bully 
",2
"Hi, are u feeling matter? Try our today's special cloudy blue thumb with ground beef and blueberry, then you will feel irate. 
",2
"How the jeff am I gonna cope @ KC. Diagnosed myself with 3 serious illnesses this morning &amp; spent £22 on ailments from the chemist 
",2
"@user was a guest at your show today .. Just wanted to say what an enjoyable experience from arriving to leaving #smiling 
",1
"Again, this q. is brought to you by my slight feelings of irritation when I see 'obligated' over 'obliged', and I want to know if I'm right. 
",0
"No matter how much @user lights up the forest, they end up getting lost 😂 \n#ZescoForest\n#SSBola 
",2
"I was taught, there's nothing out there to #fear; just go out there turn #dreams into #reality, use other people fears to your advantage. 
",0
"@user @user @user Ah so that's why every time I see it I burst out with KAYLEIGH!!! 
",3
"i must say, the amount of low-level fighters and gatekeepers running their mouths is ridiculous. #jealousy  #ufc #jonjones 
",1
"Happy birthday @user ☹ 
",3
"@user leave it kanna. same thing happened after Uri too. outrage and outrage until Sept 30. anyways re.. will be out today too. 
",0
"@user Love your dogs...when I see how happy they are and my own dog, it helps me forget the crap. Thank you 
",2
"Jay Z came out of retirement just to drop the album of the year on y'all...let that sink in. Have a great day y'all 🙌🏿 
",3
"@user Lol....anger is not the best defense for attack. \nWait what do u do when ure angry? 
",0
"IT WASN'T ENOUGH 😢 
",3
"@user Why are you making it so hard to return a faulty item. It's not my fault that you sent out an item that doesn't work #fuming 
",0
"So what they do is act covertly and it turns out that they are aware of each other and fear punishment for wanting to destroy others. 
",1
"Tuesday night and the wine is coming out. Just got home from work if that explains it. 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ #irritated 
",1
"i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh 
",3
"You can only help those who help themselves... #irritated #thisisntmyjob 
",2
"@user I think the ending is about despair, and about not being able to escape the system... maybe? 
",0
"@user He's still fuming over his massive failure at G19 meeting. The gravity of Junior's fuckup hasn't hit him, yet. 
",2
"Shaking about your 2 bills on snapchat 😅 you're obviously new to money 
",2
"@user What are you going to do to scrub my 19month old daughters eyeballs? #unacceptable  #irreparableharm 
",3
"@user Also never got me a replacement taxi so I was forced to get a new one and transport myself! #terrible #twohourwait #nohelp contd 
",1
"Importing shit is not new. If you want it, take the steps necessary to get it. But don't sit and pout over Japan doing what it's ALWAYS done 
",2
"@user A review of my book faulted me for spending so much time on Webster's introductory front matter. But I had to, #brilliant! 
",3
"It's #NationalFrenchFryDay and I'm working at McDonald's. #frightened 
",3
